2020-08-13,11770
2020-08-14,11750
2020-08-15,11845
2020-08-16,11899
2020-08-17,12282
2020-08-18,11947
2020-08-19,11750
2020-08-20,11856
2020-08-21,11529
2020-08-22,11661
2020-08-23,11641
2020-08-24,11753
2020-08-25,11324
2020-08-26,11462
2020-08-27,11327
2020-08-28,11527
2020-08-29,11468
2020-08-30,11702
2020-08-31,11644
2020-09-01,11914
2020-09-02,11413
2020-09-03,10168
2020-09-04,10472
2020-09-05,10092
2020-09-06,10296
2020-09-07,10376
2020-09-08,10126
2020-09-09,10224
2020-09-10,10339
2020-09-11,10390
2020-09-12,10441
2020-09-13,10326
2020-09-14,10675
2020-09-15,10785
2020-09-16,10949
2020-09-17,10941
2020-09-18,10933
2020-09-19,11081
2020-09-20,10921
2020-09-21,10416
2020-09-22,10531
2020-09-23,10237
2020-09-24,10739
2020-09-25,10688
2020-09-26,10727
2020-09-27,10776
2020-09-28,10693
2020-09-29,10840
2020-09-30,10776
2020-10-01,10620
2020-10-02,10572
2020-10-03,10544
2020-10-04,10672
2020-10-05,10789
2020-10-06,10602
2020-10-07,10670
2020-10-08,10924
2020-10-09,11054
2020-10-10,11298
2020-10-11,11371
2020-10-12,11533
2020-10-13,11423
2020-10-14,11420
2020-10-15,11503
2020-10-16,11322
2020-10-17,11362
2020-10-18,11506
2020-10-19,11753
2020-10-20,11913
2020-10-21,12808
2020-10-22,12974
2020-10-23,12934
2020-10-24,13117
2020-10-25,13032
2020-10-26,13061
2020-10-27,13657
2020-10-28,13278
2020-10-29,13457
2020-10-30,13559
2020-10-31,13797
2020-11-01,13759
2020-11-02,13561
2020-11-03,14019
